account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn,support_ticket_rate,usage_per_license,charge_per_user,engagement_score,account_health_index,churn_probability,prediction,risk_level
AC-1680,Acme Systems,Professional Services,Mid-Market,Month-to-Month,Credit Card,68,1681.01,112912.81,71,69,4,2,5,4,76.0,1,0,1,1,1,0.058,0.9718,24.36,65.6,48.44,0.6784,1,HIGH
AC-1681,Velocity Technologies,Manufacturing,Enterprise,Month-to-Month,Auto-Invoice,44,3881.13,176056.43,194,112,2,0,9,18,62.3,1,10,1,1,0,0.0444,0.5773,34.65,73.38,71.55,0.1478,0,LOW
AC-1682,Synergy Global,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,47,618.52,30403.64,58,18,5,0,9,4,50.0,0,0,1,0,0,0.1042,0.3103,34.36,66.0,72.21,0.0362,0,LOW
AC-1683,Quantum Labs,Healthcare,Enterprise,Month-to-Month,Credit Card,35,3068.87,106015.87,358,164,3,2,7,1,72.8,1,0,0,1,1,0.0833,0.4581,18.71,71.68,58.66,0.3914,0,MEDIUM
AC-1684,Velocity Health,Manufacturing,SMB,1-Year Fixed,Credit Card,60,712.73,44222.88,11,11,1,1,7,8,69.5,1,15,0,0,0,0.0164,1.0,64.79,69.7,69.0,0.0387,0,LOW
AC-1685,Omni Health,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,52,1589.62,85667.5,30,9,6,2,9,2,84.5,1,20,1,1,0,0.1132,0.3,176.62,86.7,70.0,0.0974,0,LOW
AC-1686,Titan Corp,Logistics,Mid-Market,1-Year Fixed,ACH Direct Debit,8,1489.87,11469.96,69,47,7,1,7,10,65.3,1,15,0,0,0,0.7778,0.6812,31.7,67.18,59.62,0.1024,0,LOW
AC-1687,Acme Labs,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,41,3397.07,144096.01,448,158,5,1,3,0,62.6,0,15,1,1,1,0.119,0.3527,21.5,49.56,21.05,0.7687,1,HIGH
AC-1688,Titan Health,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,3,1672.57,4929.52,54,27,3,2,8,2,63.9,1,10,0,1,0,0.75,0.5,61.95,70.34,66.0,0.2584,0,LOW
AC-1689,Nexus Corp,Financial Services,SMB,2-Year Fixed,Auto-Invoice,69,560.27,39019.07,16,6,3,1,5,0,51.5,1,15,1,1,0,0.0429,0.375,93.38,50.9,52.5,0.0199,0,LOW
AC-1690,Acme Logistics,Manufacturing,SMB,Month-to-Month,Credit Card,14,260.24,3657.56,5,5,1,1,6,0,94.0,0,5,0,0,0,0.0667,1.0,52.05,80.4,58.0,0.1666,0,LOW
AC-1691,Aegis Technologies,Professional Services,Enterprise,1-Year Fixed,Manual Wire,26,2322.28,61363.79,119,85,0,1,10,6,88.5,1,25,1,1,0,0.0,0.7143,27.32,93.1,90.29,0.0244,0,LOW
AC-1692,Vortex Networks,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,70,3872.07,277562.57,96,89,3,0,7,2,46.2,1,0,1,0,0,0.0423,0.9271,43.51,55.72,86.54,0.0862,0,LOW
AC-1693,Vortex Cloud,Healthcare,SMB,1-Year Fixed,ACH Direct Debit,58,575.21,33164.95,19,15,4,0,7,12,82.5,0,15,1,0,1,0.0678,0.7895,38.35,77.5,53.79,0.3682,0,MEDIUM
AC-1694,Vortex Cloud,Professional Services,SMB,3-Year Enterprise,Auto-Invoice,40,454.36,18880.13,20,20,0,1,8,4,34.8,0,10,1,1,0,0.0,1.0,22.72,52.88,68.0,0.0442,0,LOW
AC-1695,Apex Cloud,Healthcare,Enterprise,Month-to-Month,Credit Card,51,1665.07,87546.79,481,316,0,0,8,2,85.7,1,10,1,0,0,0.0,0.657,5.27,83.42,89.14,0.0425,0,LOW
AC-1696,Aegis Data,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,5,1248.37,6420.01,57,43,1,0,5,7,55.5,1,10,1,1,0,0.1667,0.7544,29.03,53.3,59.59,0.0528,0,LOW
AC-1697,Aegis Global,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,32,820.66,26151.47,65,46,3,0,7,6,74.5,0,15,1,1,0,0.0909,0.7077,17.84,72.7,61.15,0.0228,0,LOW
AC-1698,Hyperion Capital,Financial Services,SMB,3-Year Enterprise,Auto-Invoice,1,775.83,739.95,14,9,3,0,7,9,33.3,1,15,1,1,0,1.5,0.6429,86.2,47.98,70.36,0.0757,0,LOW
AC-1699,Acme Networks,Financial Services,Enterprise,Month-to-Month,Manual Wire,54,1890.54,102010.11,252,225,6,1,8,6,46.4,1,0,1,1,0,0.1091,0.8929,8.4,59.84,77.86,0.0855,0,LOW
AC-1700,Starlight Technologies,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,11,4788.29,54769.85,179,134,3,1,8,1,76.4,1,0,0,0,0,0.25,0.7486,35.73,77.84,82.47,0.0856,0,LOW
AC-1701,Omni Capital,Logistics,SMB,1-Year Fixed,Auto-Invoice,53,343.89,17661.98,9,8,5,0,10,6,55.4,1,0,0,1,0,0.0926,0.8889,42.99,73.24,103.78,0.0109,0,LOW
AC-1702,Apex Systems,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,8,2848.85,23890.67,341,290,3,1,5,3,52.9,1,0,1,1,0,0.3333,0.8504,9.82,51.74,57.51,0.2447,0,LOW
AC-1703,Zenith Cloud,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,25,1606.62,41401.35,16,7,5,0,9,3,93.1,1,0,1,1,0,0.1923,0.4375,229.52,91.86,91.25,0.014,0,LOW
AC-1704,Hyperion Logistics,Healthcare,Mid-Market,Month-to-Month,Credit Card,40,1721.1,70288.55,16,12,4,0,10,15,100.0,0,10,0,1,0,0.0976,0.75,143.42,100.0,72.5,0.0153,0,LOW
AC-1705,Crest Solutions,Healthcare,Mid-Market,1-Year Fixed,Credit Card,32,1290.88,42039.98,24,11,8,0,8,2,84.9,0,5,1,1,0,0.2424,0.4583,117.35,82.94,70.17,0.0574,0,LOW
AC-1706,Omni Systems,Manufacturing,Mid-Market,2-Year Fixed,Manual Wire,28,761.6,21510.38,37,26,1,1,6,5,48.3,1,15,0,1,0,0.0345,0.7027,29.29,52.98,59.55,0.0494,0,LOW
AC-1707,Synergy Systems,Professional Services,Mid-Market,1-Year Fixed,Auto-Invoice,3,1213.1,3719.61,29,22,4,1,10,2,99.7,0,5,1,1,0,1.0,0.7586,55.14,99.82,82.17,0.0123,0,LOW
AC-1708,Starlight Health,Financial Services,Enterprise,1-Year Fixed,Credit Card,62,3555.81,218738.55,251,251,2,0,3,0,39.9,1,10,1,1,0,0.0317,1.0,14.17,35.94,59.0,0.1521,0,LOW
AC-1709,Apex Corp,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,27,1435.3,40091.2,28,9,3,0,6,3,62.5,1,0,0,1,0,0.1071,0.3214,159.48,61.5,64.93,0.1135,0,LOW
AC-1710,Hyperion Technologies,Logistics,SMB,Month-to-Month,Auto-Invoice,45,495.15,22719.24,12,4,3,1,10,5,69.0,0,15,1,1,1,0.0652,0.3333,123.79,81.4,69.17,0.0826,0,LOW
AC-1711,Crest Capital,Healthcare,SMB,Month-to-Month,ACH Direct Debit,25,681.45,17498.36,14,5,5,0,6,3,100.0,1,15,1,0,1,0.1923,0.3571,136.29,84.0,65.64,0.6054,1,HIGH
AC-1712,Apex Networks,Professional Services,Enterprise,1-Year Fixed,ACH Direct Debit,61,3240.96,203480.99,159,92,5,1,10,3,84.4,1,5,1,1,0,0.0806,0.5786,35.23,90.64,92.07,0.0171,0,LOW
AC-1713,Apex Networks,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,44,3928.48,165801.92,95,83,2,1,4,10,59.7,1,5,1,0,1,0.0444,0.8737,47.33,51.82,39.47,0.8652,1,CRITICAL
AC-1714,Nexus Cloud,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,46,4267.05,187562.23,261,233,6,1,5,0,51.0,0,0,1,1,1,0.1277,0.8927,18.31,50.6,47.85,0.8073,1,CRITICAL
AC-1715,Quantum Global,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,14,626.42,9033.84,48,39,2,1,6,2,86.0,0,15,1,1,0,0.1333,0.8125,16.06,75.6,51.25,0.0674,0,LOW
AC-1716,Solstice Systems,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,8,778.25,6076.19,47,44,2,0,8,10,58.4,1,10,1,1,0,0.2222,0.9362,17.69,67.04,82.72,0.0798,0,LOW
AC-1717,Zenith Capital,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,48,1694.85,82019.65,57,30,4,0,7,15,71.9,1,10,1,1,0,0.0816,0.5263,56.49,71.14,59.03,0.0272,0,LOW
AC-1718,Nexus Solutions,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,14,2608.7,36316.22,434,157,5,2,6,3,43.3,1,0,1,1,1,0.3333,0.3618,16.62,49.98,45.74,0.4768,0,MEDIUM
AC-1719,Apex Global,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,65,2009.83,124394.92,206,70,2,1,10,13,78.2,1,0,0,0,0,0.0303,0.3398,28.71,86.92,72.3,0.064,0,LOW
AC-1720,Velocity Solutions,Manufacturing,Mid-Market,3-Year Enterprise,ACH Direct Debit,7,652.05,4354.52,75,67,1,0,10,1,76.8,1,0,1,0,0,0.125,0.8933,9.73,86.08,111.37,0.0191,0,LOW
AC-1721,Vortex Technologies,Financial Services,Mid-Market,2-Year Fixed,Auto-Invoice,49,1105.21,55926.85,34,28,4,0,6,1,45.7,1,0,0,1,0,0.08,0.8235,39.47,51.42,77.97,0.0087,0,LOW
AC-1722,Crest Systems,Healthcare,Enterprise,2-Year Fixed,Auto-Invoice,55,3346.6,186044.95,71,56,8,1,4,11,86.6,1,0,0,1,0,0.1429,0.7887,59.76,67.96,36.27,0.0387,0,LOW
AC-1723,Vortex Technologies,E-Commerce,Mid-Market,Month-to-Month,Credit Card,13,869.32,11328.11,60,32,8,0,3,14,78.0,0,0,1,0,1,0.5714,0.5333,27.17,58.8,13.67,0.9676,1,CRITICAL
AC-1724,Nexus Corp,Manufacturing,Enterprise,2-Year Fixed,ACH Direct Debit,56,4728.47,276560.51,240,136,4,0,8,1,81.3,1,10,0,1,0,0.0702,0.5667,34.77,80.78,88.83,0.0089,0,LOW
AC-1725,Apex Capital,Enterprise Tech,SMB,2-Year Fixed,Auto-Invoice,56,711.87,38561.6,21,20,1,0,9,0,61.2,0,5,0,0,0,0.0175,0.9524,35.59,72.72,91.05,0.0205,0,LOW
AC-1726,Zenith Networks,Healthcare,SMB,2-Year Fixed,Auto-Invoice,15,439.98,6439.97,24,8,2,1,7,0,71.2,1,5,1,1,0,0.125,0.3333,55.0,70.72,67.67,0.0385,0,LOW
AC-1727,Synergy Global,E-Commerce,Enterprise,Month-to-Month,Auto-Invoice,57,2605.81,152344.55,235,198,5,1,7,1,69.1,0,10,0,0,0,0.0862,0.8426,13.16,69.46,61.35,0.11,0,LOW
AC-1728,Titan Logistics,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,58,1613.86,96180.19,375,194,3,0,6,8,65.3,1,10,1,1,0,0.0508,0.5173,8.32,63.18,61.35,0.0187,0,LOW
AC-1729,Nexus Solutions,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,35,794.68,27549.28,36,12,4,0,9,4,71.1,1,10,1,0,0,0.1111,0.3333,66.22,78.66,87.67,0.0242,0,LOW
AC-1730,Crest Systems,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,16,4035.88,67486.23,446,366,0,1,10,3,90.6,1,0,1,0,0,0.0,0.8206,11.03,94.36,96.91,0.0373,0,LOW
AC-1731,Synergy Networks,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,8,1408.87,11764.91,78,41,3,1,3,5,87.3,1,15,1,1,0,0.3333,0.5256,34.36,64.38,32.01,0.1965,0,LOW
AC-1732,Crest Solutions,Financial Services,SMB,1-Year Fixed,ACH Direct Debit,45,534.09,22862.17,15,12,3,1,7,13,46.7,1,20,1,1,0,0.0652,0.8,44.51,56.02,57.5,0.016,0,LOW
AC-1733,Synergy Capital,Logistics,Mid-Market,1-Year Fixed,Credit Card,40,1207.91,46733.21,28,22,7,2,5,0,85.7,0,5,1,1,0,0.1707,0.7857,54.9,71.42,35.71,0.0783,0,LOW
AC-1734,Apex Health,Financial Services,SMB,Month-to-Month,Credit Card,54,779.31,43430.31,11,7,6,0,4,7,89.4,1,0,0,1,0,0.1091,0.6364,111.33,69.64,49.23,0.0616,0,LOW
AC-1735,Synergy Global,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,14,981.75,13518.01,17,14,3,1,5,16,65.3,1,15,1,1,1,0.2,0.8235,70.12,59.18,37.47,0.4798,0,MEDIUM
AC-1736,Quantum Networks,Professional Services,Enterprise,Month-to-Month,Manual Wire,59,3137.8,177640.99,445,314,6,1,8,1,77.2,1,20,1,1,0,0.1,0.7056,9.99,78.32,81.61,0.033,0,LOW
AC-1737,Aegis Capital,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,53,1836.17,100090.54,79,40,5,1,8,11,76.9,1,0,1,1,0,0.0926,0.5063,45.9,78.14,62.63,0.032,0,LOW
AC-1738,Hyperion Health,Professional Services,Mid-Market,Month-to-Month,Auto-Invoice,27,1591.22,42767.82,68,55,6,0,10,7,52.7,0,0,1,1,0,0.2143,0.8088,28.93,71.62,85.68,0.1022,0,LOW
AC-1739,Velocity Labs,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,47,1815.85,85280.18,33,24,4,1,7,0,61.1,0,15,1,0,0,0.0833,0.7273,75.66,64.66,60.55,0.0283,0,LOW
AC-1740,Nexus Global,Logistics,Enterprise,Month-to-Month,Auto-Invoice,6,3396.1,19737.53,373,115,2,0,4,1,81.5,0,5,1,0,1,0.2857,0.3083,29.53,64.9,36.67,0.9032,1,CRITICAL
AC-1741,Apex Data,Financial Services,Enterprise,1-Year Fixed,Credit Card,55,4213.51,235471.68,334,311,6,0,7,5,59.1,1,20,1,1,0,0.1071,0.9311,13.55,63.46,82.12,0.0508,0,LOW
AC-1742,Velocity Capital,Enterprise Tech,SMB,2-Year Fixed,Credit Card,44,719.96,31840.56,15,10,2,1,4,4,85.6,1,0,0,1,0,0.0444,0.6667,72.0,67.36,44.33,0.0117,0,LOW
AC-1743,Vortex Global,E-Commerce,Enterprise,Month-to-Month,Credit Card,18,4682.48,81812.34,440,400,0,2,5,4,91.5,0,15,0,0,1,0.0,0.9091,11.71,74.9,32.18,0.7621,1,HIGH
AC-1744,Quantum Capital,Logistics,SMB,Month-to-Month,ACH Direct Debit,16,777.64,12243.58,11,10,1,1,8,1,88.6,0,0,0,0,1,0.0588,0.9091,77.76,85.16,70.68,0.7341,1,HIGH
AC-1745,Solstice Cloud,E-Commerce,SMB,Month-to-Month,Auto-Invoice,12,243.13,2945.83,8,5,3,1,8,6,100.0,0,0,1,0,0,0.2308,0.625,48.63,92.0,57.5,0.0991,0,LOW
AC-1746,Starlight Corp,Enterprise Tech,SMB,2-Year Fixed,Credit Card,20,361.0,7526.76,18,12,5,2,8,1,66.4,0,25,1,1,0,0.2381,0.6667,30.08,71.84,55.83,0.1014,0,LOW
AC-1747,Omni Technologies,Logistics,Mid-Market,1-Year Fixed,Credit Card,45,1437.4,67402.12,25,15,1,0,6,3,71.2,1,0,1,0,0,0.0217,0.6,95.83,66.72,70.5,0.0162,0,LOW
AC-1748,Omni Networks,Logistics,Mid-Market,1-Year Fixed,Credit Card,64,1210.75,75844.53,48,30,3,0,9,2,73.8,1,0,1,1,0,0.0462,0.625,40.36,80.28,96.5,0.0034,0,LOW
AC-1749,Vortex Networks,E-Commerce,SMB,Month-to-Month,ACH Direct Debit,59,284.5,17181.0,23,21,5,0,6,6,66.9,0,15,1,1,0,0.0833,0.913,13.55,64.14,57.26,0.1699,0,LOW
AC-1750,Titan Networks,Logistics,Enterprise,1-Year Fixed,Auto-Invoice,22,2211.05,49983.31,490,417,2,0,10,0,77.8,0,0,0,1,0,0.087,0.851,5.3,86.68,97.02,0.013,0,LOW
AC-1751,Apex Networks,Logistics,Mid-Market,2-Year Fixed,Credit Card,47,1459.45,70712.5,33,13,6,0,8,1,37.2,1,0,1,0,0,0.125,0.3939,112.27,54.32,85.38,0.0567,0,LOW
AC-1752,Omni Global,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,29,1036.31,30265.65,47,34,4,2,7,1,71.7,0,5,1,1,0,0.1333,0.7234,30.48,71.02,48.97,0.0278,0,LOW
AC-1753,Zenith Global,Enterprise Tech,Mid-Market,1-Year Fixed,Manual Wire,45,1986.83,85030.93,36,36,3,0,8,0,43.2,1,10,1,1,0,0.0652,1.0,55.19,57.92,99.0,0.0153,0,LOW
AC-1754,Starlight Data,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,9,1223.16,11296.5,50,36,2,2,7,1,50.7,1,10,0,0,1,0.2,0.72,33.98,58.42,63.9,0.7514,1,HIGH
AC-1755,Vortex Solutions,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,24,1487.78,34302.01,37,31,4,0,10,5,81.2,1,15,1,1,0,0.16,0.8378,47.99,88.72,104.26,0.0073,0,LOW
AC-1756,Apex Labs,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,15,777.41,11214.38,77,65,3,2,8,8,64.4,0,5,1,1,1,0.1875,0.8442,11.96,70.64,48.88,0.8131,1,CRITICAL
AC-1757,Starlight Cloud,Financial Services,SMB,Month-to-Month,Auto-Invoice,36,723.13,26307.65,24,13,4,1,7,6,80.6,0,5,0,1,0,0.1081,0.5417,55.63,76.36,47.83,0.0789,0,LOW
AC-1758,Titan Solutions,Enterprise Tech,Enterprise,Month-to-Month,Credit Card,13,2226.8,30348.11,396,222,4,0,7,3,64.0,1,5,1,0,1,0.2857,0.5606,10.03,66.4,77.71,0.7539,1,HIGH
AC-1759,Nexus Networks,Financial Services,SMB,Month-to-Month,ACH Direct Debit,44,400.04,17148.58,20,16,6,1,9,0,87.9,0,15,1,0,0,0.1333,0.8,25.0,88.74,78.0,0.0927,0,LOW
AC-1760,Synergy Data,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,71,1836.39,132284.83,68,44,7,1,9,19,63.7,1,10,1,1,0,0.0972,0.6471,41.74,74.22,61.44,0.1557,0,LOW
AC-1761,Starlight Labs,Logistics,SMB,3-Year Enterprise,Manual Wire,72,317.96,22443.62,24,17,2,0,7,1,32.8,1,20,1,1,0,0.0274,0.7083,18.7,47.68,83.67,0.0077,0,LOW
AC-1762,Omni Technologies,Professional Services,Mid-Market,1-Year Fixed,Credit Card,36,1194.4,44712.86,76,61,5,1,5,6,72.1,1,20,1,1,0,0.1351,0.8026,19.58,63.26,52.05,0.0206,0,LOW
AC-1763,Solstice Health,Enterprise Tech,SMB,2-Year Fixed,Credit Card,61,287.98,17731.06,10,8,1,1,5,15,29.0,1,5,0,0,0,0.0161,0.8,36.0,37.4,38.5,0.0694,0,LOW
AC-1764,Vortex Labs,Professional Services,Enterprise,2-Year Fixed,Auto-Invoice,40,4568.81,177406.48,86,42,2,0,7,7,41.9,0,5,1,0,1,0.0488,0.4884,108.78,53.14,55.27,0.7451,1,HIGH
AC-1765,Crest Global,Healthcare,SMB,Month-to-Month,ACH Direct Debit,27,370.08,9754.48,12,5,5,3,10,1,52.1,1,10,1,1,1,0.1786,0.4167,74.02,71.26,71.83,0.365,0,MEDIUM
AC-1766,Starlight Logistics,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,1,4679.5,4647.9,62,31,6,0,7,2,49.9,0,0,1,1,0,3.0,0.5,150.95,57.94,63.0,0.2044,0,LOW
AC-1767,Hyperion Data,Enterprise Tech,SMB,Month-to-Month,ACH Direct Debit,34,674.49,22065.91,9,6,4,0,6,0,58.2,0,0,1,1,0,0.1143,0.6667,112.41,58.92,61.33,0.2057,0,LOW
AC-1768,Quantum Systems,Healthcare,SMB,1-Year Fixed,Manual Wire,68,549.19,35771.7,15,8,4,2,4,5,49.2,1,15,0,1,0,0.058,0.5333,68.65,45.52,30.17,0.0235,0,LOW
AC-1769,Titan Capital,Logistics,Enterprise,Month-to-Month,Manual Wire,21,3413.41,72972.32,498,348,5,0,10,5,42.7,0,5,1,0,1,0.2273,0.6988,9.81,65.62,86.48,0.4148,0,MEDIUM
AC-1770,Aegis Networks,E-Commerce,Enterprise,3-Year Enterprise,Credit Card,33,2721.29,88968.89,381,129,2,0,8,7,95.8,0,10,0,1,0,0.0588,0.3386,21.1,89.48,60.27,0.0557,0,LOW
AC-1771,Apex Solutions,Enterprise Tech,SMB,Month-to-Month,Credit Card,7,544.54,3898.01,7,5,4,1,9,0,55.8,0,10,1,0,0,0.5,0.7143,108.91,69.48,76.29,0.4329,0,MEDIUM
AC-1772,Nexus Systems,Enterprise Tech,Enterprise,Month-to-Month,ACH Direct Debit,65,1921.16,120005.99,132,74,4,1,9,10,27.8,1,15,1,1,0,0.0606,0.5606,25.96,52.68,73.21,0.1106,0,LOW
AC-1773,Solstice Health,Financial Services,SMB,3-Year Enterprise,Auto-Invoice,3,441.36,1338.63,12,8,8,0,7,8,61.5,1,0,1,1,0,2.0,0.6667,55.17,64.9,72.33,0.0827,0,LOW
AC-1774,Quantum Solutions,Financial Services,Enterprise,Month-to-Month,Credit Card,51,3056.08,154976.46,461,275,2,0,7,0,47.8,1,10,0,1,0,0.0385,0.5965,11.11,56.68,82.93,0.0421,0,LOW
AC-1775,Zenith Health,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,54,1994.47,102940.96,383,191,1,1,10,2,52.1,1,5,1,1,0,0.0182,0.4987,10.44,71.26,91.97,0.0266,0,LOW
AC-1776,Synergy Health,Financial Services,SMB,2-Year Fixed,Credit Card,59,703.31,41681.2,18,17,7,2,8,6,80.8,1,15,1,0,0,0.1167,0.9444,41.37,80.48,68.89,0.0209,0,LOW
AC-1777,Hyperion Technologies,Logistics,Mid-Market,2-Year Fixed,Auto-Invoice,6,1412.73,8122.75,64,27,2,0,8,4,59.9,1,5,1,0,0,0.2857,0.4219,52.32,67.94,81.44,0.0328,0,LOW
AC-1778,Aegis Corp,Manufacturing,SMB,3-Year Enterprise,Auto-Invoice,29,519.3,15553.24,8,6,1,1,9,0,47.3,0,20,1,1,0,0.0333,0.75,86.55,64.38,77.0,0.0614,0,LOW
AC-1779,Titan Logistics,Financial Services,Mid-Market,3-Year Enterprise,Auto-Invoice,17,1007.21,17348.52,27,26,3,0,9,0,76.0,1,5,1,1,0,0.1667,0.963,38.74,81.6,106.26,0.0138,0,LOW
AC-1780,Zenith Solutions,Manufacturing,Mid-Market,Month-to-Month,Credit Card,60,973.1,58718.61,61,41,5,2,7,9,88.7,1,20,1,1,0,0.082,0.6721,23.73,81.22,50.94,0.0421,0,LOW
AC-1781,Synergy Labs,Financial Services,Mid-Market,2-Year Fixed,Credit Card,22,1667.55,35341.44,64,58,3,0,7,1,77.7,0,15,1,1,0,0.1304,0.9062,28.75,74.62,72.62,0.0175,0,LOW
AC-1782,Aegis Technologies,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,24,959.54,22539.5,26,10,4,1,9,1,23.8,0,10,1,1,1,0.16,0.3846,95.95,50.28,68.19,0.6278,1,HIGH
AC-1783,Vortex Labs,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,51,1224.77,62418.77,27,17,5,0,9,10,47.9,1,5,1,0,0,0.0962,0.6296,72.05,64.74,84.59,0.0162,0,LOW
AC-1784,Titan Corp,E-Commerce,Mid-Market,Month-to-Month,Auto-Invoice,50,1572.7,79683.07,23,14,4,0,10,5,68.9,1,5,1,0,0,0.0784,0.6087,112.34,81.34,99.67,0.0264,0,LOW
AC-1785,Acme Technologies,Professional Services,Mid-Market,1-Year Fixed,Credit Card,11,711.46,7578.15,73,22,2,0,8,5,63.6,1,15,1,0,0,0.1667,0.3014,32.34,70.16,77.53,0.1214,0,LOW
AC-1786,Vortex Systems,E-Commerce,Enterprise,3-Year Enterprise,Credit Card,56,3410.49,181607.4,359,219,4,2,8,4,62.1,1,10,1,1,0,0.0702,0.61,15.57,69.26,65.2,0.0805,0,LOW
AC-1787,Omni Health,Financial Services,SMB,3-Year Enterprise,Credit Card,71,207.11,14476.53,23,13,4,1,6,5,50.3,1,5,1,1,0,0.0556,0.5652,15.93,54.18,56.8,0.0115,0,LOW
AC-1788,Hyperion Logistics,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,42,3766.72,157931.26,469,361,4,0,6,5,42.7,1,10,1,0,0,0.093,0.7697,10.43,49.62,70.89,0.0825,0,LOW
AC-1789,Crest Networks,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,39,1117.9,42222.29,59,56,2,1,9,21,100.0,1,10,1,1,0,0.05,0.9492,19.96,96.0,64.48,0.0077,0,LOW
AC-1790,Omni Logistics,Manufacturing,Enterprise,1-Year Fixed,ACH Direct Debit,69,2527.42,174255.35,262,94,5,1,6,1,68.5,1,0,1,0,0,0.0714,0.3588,26.89,65.1,58.68,0.2385,0,LOW
AC-1791,Hyperion Labs,Healthcare,Mid-Market,2-Year Fixed,Credit Card,48,1061.96,50150.78,48,25,7,1,7,1,79.6,0,0,1,0,0,0.1429,0.5208,42.48,75.76,54.92,0.0447,0,LOW
AC-1792,Aegis Health,Financial Services,Mid-Market,2-Year Fixed,Credit Card,57,1731.44,98248.85,30,18,6,0,10,0,68.1,0,0,1,1,0,0.1034,0.6,96.19,80.86,92.0,0.0179,0,LOW
AC-1793,Velocity Technologies,Healthcare,Enterprise,1-Year Fixed,Credit Card,21,4463.88,92311.53,149,92,1,0,10,6,68.8,1,0,1,1,0,0.0455,0.6174,48.52,81.28,98.35,0.0269,0,LOW
AC-1794,Aegis Capital,E-Commerce,Enterprise,Month-to-Month,Auto-Invoice,20,4643.8,94069.16,194,163,4,0,8,4,66.9,0,5,1,1,0,0.1905,0.8402,28.49,72.14,74.8,0.217,0,LOW
AC-1795,Vortex Data,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,15,2774.25,39711.57,59,36,3,0,7,0,47.8,0,15,1,1,0,0.1875,0.6102,77.06,56.68,68.2,0.1308,0,LOW
AC-1796,Zenith Health,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,69,1841.67,122893.25,52,17,3,0,7,2,40.7,1,5,1,0,0,0.0429,0.3269,108.33,52.42,74.54,0.0945,0,LOW
AC-1797,Omni Networks,Enterprise Tech,SMB,3-Year Enterprise,Auto-Invoice,51,573.03,29028.0,21,17,4,5,9,1,75.0,0,0,0,1,0,0.0769,0.8095,33.71,81.0,36.69,0.0266,0,LOW
AC-1798,Titan Systems,E-Commerce,Enterprise,1-Year Fixed,Auto-Invoice,62,1773.03,108348.16,435,400,6,0,7,2,71.4,1,5,1,1,0,0.0952,0.9195,4.43,70.84,86.39,0.0246,0,LOW
AC-1799,Titan Labs,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,37,1861.02,68111.54,53,35,1,2,6,18,84.9,0,25,1,1,1,0.0263,0.6604,53.17,74.94,14.21,0.8343,1,CRITICAL
AC-1800,Crest Logistics,Logistics,Mid-Market,1-Year Fixed,Manual Wire,6,738.42,4565.1,55,39,4,1,10,7,81.2,1,5,1,0,0,0.5714,0.7091,18.93,88.72,88.68,0.0099,0,LOW
